id,Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size,StPrice1,StPrice2,StPriceCombine
8679,CDS,cde_fo,USDINR,12306,OPTCUR,PE,82.5,USDINR27DECEMBER2382.5PE,USDINR23DEC82.5PE,USDINR 27DEC23 82.5 PE,27-12-2023,1,0.0025,82,5,82.5
8680,CDS,cde_fo,USDINR,12307,OPTCUR,CE,82.75,USDINR27DECEMBER2382.75CE,USDINR23DEC82.75CE,USDINR 27DEC23 82.75 CE,27-12-2023,1,0.0025,82,75,82.75
8681,CDS,cde_fo,USDINR,12308,OPTCUR,PE,82.75,USDINR27DECEMBER2382.75PE,USDINR23DEC82.75PE,USDINR 27DEC23 82.75 PE,27-12-2023,1,0.0025,82,75,82.75
8682,CDS,cde_fo,USDINR,12309,OPTCUR,CE,83,USDINR27DECEMBER2383CE,USDINR23DEC83CE,USDINR 27DEC23 83 CE,27-12-2023,1,0.0025,83,,83
8683,CDS,cde_fo,USDINR,12310,OPTCUR,PE,83,USDINR27DECEMBER2383PE,USDINR23DEC83PE,USDINR 27DEC23 83 PE,27-12-2023,1,0.0025,83,,83
8684,CDS,cde_fo,USDINR,12311,OPTCUR,CE,83.25,USDINR27DECEMBER2383.25CE,USDINR23DEC83.25CE,USDINR 27DEC23 83.25 CE,27-12-2023,1,0.0025,83,25,83.25
8685,CDS,cde_fo,USDINR,12312,OPTCUR,PE,83.25,USDINR27DECEMBER2383.25PE,USDINR23DEC83.25PE,USDINR 27DEC23 83.25 PE,27-12-2023,1,0.0025,83,25,83.25
8686,CDS,cde_fo,USDINR,12313,OPTCUR,CE,83.5,USDINR27DECEMBER2383.5CE,USDINR23DEC83.5CE,USDINR 27DEC23 83.5 CE,27-12-2023,1,0.0025,83,5,83.5
8687,CDS,cde_fo,USDINR,12314,OPTCUR,PE,83.5,USDINR27DECEMBER2383.5PE,USDINR23DEC83.5PE,USDINR 27DEC23 83.5 PE,27-12-2023,1,0.0025,83,5,83.5
8688,CDS,cde_fo,USDINR,12315,OPTCUR,PE,86.75,USDINR04AUGUST2386.75PE,USDINR2380486.75PE,USDINR 04AUG23 86.75 PE,04-08-2023,1,0.0025,86,75,86.75
8689,CDS,cde_fo,USDINR,12316,OPTCUR,CE,87,USDINR04AUGUST2387CE,USDINR2380487CE,USDINR 04AUG23 87 CE,04-08-2023,1,0.0025,87,,87
8690,CDS,cde_fo,USDINR,12317,OPTCUR,PE,87,USDINR04AUGUST2387PE,USDINR2380487PE,USDINR 04AUG23 87 PE,04-08-2023,1,0.0025,87,,87
8691,CDS,cde_fo,USDINR,12318,OPTCUR,CE,87.25,USDINR04AUGUST2387.25CE,USDINR2380487.25CE,USDINR 04AUG23 87.25 CE,04-08-2023,1,0.0025,87,25,87.25
8692,CDS,cde_fo,USDINR,12319,OPTCUR,PE,87.25,USDINR04AUGUST2387.25PE,USDINR2380487.25PE,USDINR 04AUG23 87.25 PE,04-08-2023,1,0.0025,87,25,87.25
8693,CDS,cde_fo,USDINR,12320,OPTCUR,CE,87.5,USDINR04AUGUST2387.5CE,USDINR2380487.5CE,USDINR 04AUG23 87.5 CE,04-08-2023,1,0.0025,87,5,87.5
8694,CDS,cde_fo,USDINR,12321,OPTCUR,PE,87.5,USDINR04AUGUST2387.5PE,USDINR2380487.5PE,USDINR 04AUG23 87.5 PE,04-08-2023,1,0.0025,87,5,87.5
8695,CDS,cde_fo,USDINR,12322,OPTCUR,CE,87.75,USDINR04AUGUST2387.75CE,USDINR2380487.75CE,USDINR 04AUG23 87.75 CE,04-08-2023,1,0.0025,87,75,87.75
8696,CDS,cde_fo,USDINR,12323,OPTCUR,PE,87.75,USDINR04AUGUST2387.75PE,USDINR2380487.75PE,USDINR 04AUG23 87.75 PE,04-08-2023,1,0.0025,87,75,87.75
8697,CDS,cde_fo,USDINR,12324,OPTCUR,CE,88,USDINR04AUGUST2388CE,USDINR2380488CE,USDINR 04AUG23 88 CE,04-08-2023,1,0.0025,88,,88
8698,CDS,cde_fo,USDINR,12325,OPTCUR,PE,88,USDINR04AUGUST2388PE,USDINR2380488PE,USDINR 04AUG23 88 PE,04-08-2023,1,0.0025,88,,88
8699,CDS,cde_fo,USDINR,12326,OPTCUR,CE,88.25,USDINR04AUGUST2388.25CE,USDINR2380488.25CE,USDINR 04AUG23 88.25 CE,04-08-2023,1,0.0025,88,25,88.25
8700,CDS,cde_fo,USDINR,12327,OPTCUR,PE,88.25,USDINR04AUGUST2388.25PE,USDINR2380488.25PE,USDINR 04AUG23 88.25 PE,04-08-2023,1,0.0025,88,25,88.25
8701,CDS,cde_fo,USDINR,12328,OPTCUR,CE,88.5,USDINR04AUGUST2388.5CE,USDINR2380488.5CE,USDINR 04AUG23 88.5 CE,04-08-2023,1,0.0025,88,5,88.5
8702,CDS,cde_fo,USDINR,12329,OPTCUR,PE,88.5,USDINR04AUGUST2388.5PE,USDINR2380488.5PE,USDINR 04AUG23 88.5 PE,04-08-2023,1,0.0025,88,5,88.5
8703,CDS,cde_fo,USDINR,12330,OPTCUR,CE,88.5,USDINR28MARCH2488.5CE,USDINR24MAR88.5CE,USDINR 28MAR24 88.5 CE,28-03-2024,1,0.0025,88,5,88.5
8704,CDS,cde_fo,USDINR,12331,OPTCUR,PE,88.5,USDINR28MARCH2488.5PE,USDINR24MAR88.5PE,USDINR 28MAR24 88.5 PE,28-03-2024,1,0.0025,88,5,88.5
8705,CDS,cde_fo,GBPINR,12332,OPTCUR,CE,111,GBPINR23JUNE23111CE,GBPINR23623111CE,GBPINR 23JUN23 111 CE,23-06-2023,1,0.0025,111,,111
8706,CDS,cde_fo,GBPINR,12333,OPTCUR,PE,111,GBPINR23JUNE23111PE,GBPINR23623111PE,GBPINR 23JUN23 111 PE,23-06-2023,1,0.0025,111,,111
8707,CDS,cde_fo,USDJPY,12334,OPTCUR,CE,150,USDJPY27JULY23150CE,USDJPY23JUL150CE,USDJPY 27JUL23 150 CE,27-07-2023,1,0.01,150,,150
8708,CDS,cde_fo,USDJPY,12335,OPTCUR,PE,150,USDJPY27JULY23150PE,USDJPY23JUL150PE,USDJPY 27JUL23 150 PE,27-07-2023,1,0.01,150,,150
8709,CDS,cde_fo,USDJPY,12336,OPTCUR,CE,150,USDJPY27DECEMBER23150CE,USDJPY23DEC150CE,USDJPY 27DEC23 150 CE,27-12-2023,1,0.01,150,,150
8710,CDS,cde_fo,USDJPY,12337,OPTCUR,PE,150,USDJPY27DECEMBER23150PE,USDJPY23DEC150PE,USDJPY 27DEC23 150 PE,27-12-2023,1,0.01,150,,150
8711,CDS,cde_fo,USDJPY,12338,OPTCUR,CE,150,USDJPY28MARCH24150CE,USDJPY24MAR150CE,USDJPY 28MAR24 150 CE,28-03-2024,1,0.01,150,,150
8712,CDS,cde_fo,USDJPY,12339,OPTCUR,PE,150,USDJPY28MARCH24150PE,USDJPY24MAR150PE,USDJPY 28MAR24 150 PE,28-03-2024,1,0.01,150,,150
8713,CDS,cde_fo,GBPINR,12340,OPTCUR,CE,109,GBPINR04AUGUST23109CE,GBPINR23804109CE,GBPINR 04AUG23 109 CE,04-08-2023,1,0.0025,109,,109
8714,CDS,cde_fo,GBPINR,12341,OPTCUR,PE,109,GBPINR04AUGUST23109PE,GBPINR23804109PE,GBPINR 04AUG23 109 PE,04-08-2023,1,0.0025,109,,109
8715,CDS,cde_fo,JPYINR,12342,OPTCUR,CE,53.75,JPYINR21JULY2353.75CE,JPYINR2372153.75CE,JPYINR 21JUL23 53.75 CE,21-07-2023,1,0.0025,53,75,53.75
8716,CDS,cde_fo,JPYINR,12343,OPTCUR,PE,53.75,JPYINR21JULY2353.75PE,JPYINR2372153.75PE,JPYINR 21JUL23 53.75 PE,21-07-2023,1,0.0025,53,75,53.75
8717,CDS,cde_fo,JPYINR,12344,OPTCUR,CE,53.75,JPYINR28JULY2353.75CE,JPYINR2372853.75CE,JPYINR 28JUL23 53.75 CE,28-07-2023,1,0.0025,53,75,53.75
8718,CDS,cde_fo,JPYINR,12345,OPTCUR,PE,53.75,JPYINR28JULY2353.75PE,JPYINR2372853.75PE,JPYINR 28JUL23 53.75 PE,28-07-2023,1,0.0025,53,75,53.75
8719,CDS,cde_fo,JPYINR,12346,OPTCUR,CE,53.75,JPYINR04AUGUST2353.75CE,JPYINR2380453.75CE,JPYINR 04AUG23 53.75 CE,04-08-2023,1,0.0025,53,75,53.75
8720,CDS,cde_fo,JPYINR,12347,OPTCUR,PE,53.75,JPYINR04AUGUST2353.75PE,JPYINR2380453.75PE,JPYINR 04AUG23 53.75 PE,04-08-2023,1,0.0025,53,75,53.75
8721,CDS,cde_fo,GBPINR,12348,OPTCUR,CE,110.25,GBPINR27JUNE23110.25CE,GBPINR23JUN110.25CE,GBPINR 27JUN23 110.25 CE,27-06-2023,1,0.0025,110,25,110.25
8722,CDS,cde_fo,GBPINR,12349,OPTCUR,PE,110.25,GBPINR27JUNE23110.25PE,GBPINR23JUN110.25PE,GBPINR 27JUN23 110.25 PE,27-06-2023,1,0.0025,110,25,110.25
8723,CDS,cde_fo,USDINR,12352,OPTCUR,CE,88.75,USDINR23JUNE2388.75CE,USDINR2362388.75CE,USDINR 23JUN23 88.75 CE,23-06-2023,1,0.0025,88,75,88.75
8724,CDS,cde_fo,USDINR,12353,OPTCUR,PE,88.75,USDINR23JUNE2388.75PE,USDINR2362388.75PE,USDINR 23JUN23 88.75 PE,23-06-2023,1,0.0025,88,75,88.75
8725,CDS,cde_fo,USDINR,12354,OPTCUR,CE,88.75,USDINR30JUNE2388.75CE,USDINR2363088.75CE,USDINR 30JUN23 88.75 CE,30-06-2023,1,0.0025,88,75,88.75
8726,CDS,cde_fo,USDINR,12355,OPTCUR,PE,88.75,USDINR30JUNE2388.75PE,USDINR2363088.75PE,USDINR 30JUN23 88.75 PE,30-06-2023,1,0.0025,88,75,88.75
8727,CDS,cde_fo,USDINR,12356,OPTCUR,CE,88.75,USDINR07JULY2388.75CE,USDINR2370788.75CE,USDINR 07JUL23 88.75 CE,07-07-2023,1,0.0025,88,75,88.75
8728,CDS,cde_fo,USDINR,12357,OPTCUR,PE,88.75,USDINR07JULY2388.75PE,USDINR2370788.75PE,USDINR 07JUL23 88.75 PE,07-07-2023,1,0.0025,88,75,88.75
8729,CDS,cde_fo,USDINR,12358,OPTCUR,CE,88.75,USDINR14JULY2388.75CE,USDINR2371488.75CE,USDINR 14JUL23 88.75 CE,14-07-2023,1,0.0025,88,75,88.75
8730,CDS,cde_fo,USDINR,12359,OPTCUR,PE,88.75,USDINR14JULY2388.75PE,USDINR2371488.75PE,USDINR 14JUL23 88.75 PE,14-07-2023,1,0.0025,88,75,88.75
8731,CDS,cde_fo,USDINR,12360,OPTCUR,CE,88.75,USDINR21JULY2388.75CE,USDINR2372188.75CE,USDINR 21JUL23 88.75 CE,21-07-2023,1,0.0025,88,75,88.75
8732,CDS,cde_fo,USDINR,12361,OPTCUR,PE,88.75,USDINR21JULY2388.75PE,USDINR2372188.75PE,USDINR 21JUL23 88.75 PE,21-07-2023,1,0.0025,88,75,88.75
8733,CDS,cde_fo,USDINR,12362,OPTCUR,CE,88.75,USDINR27JULY2388.75CE,USDINR23JUL88.75CE,USDINR 27JUL23 88.75 CE,27-07-2023,1,0.0025,88,75,88.75
8734,CDS,cde_fo,USDINR,12363,OPTCUR,PE,88.75,USDINR27JULY2388.75PE,USDINR23JUL88.75PE,USDINR 27JUL23 88.75 PE,27-07-2023,1,0.0025,88,75,88.75
8735,CDS,cde_fo,USDINR,12364,OPTCUR,CE,88.75,USDINR28JULY2388.75CE,USDINR2372888.75CE,USDINR 28JUL23 88.75 CE,28-07-2023,1,0.0025,88,75,88.75
8736,CDS,cde_fo,USDINR,12365,OPTCUR,PE,88.75,USDINR28JULY2388.75PE,USDINR2372888.75PE,USDINR 28JUL23 88.75 PE,28-07-2023,1,0.0025,88,75,88.75
8737,CDS,cde_fo,USDINR,12366,OPTCUR,CE,88.75,USDINR04AUGUST2388.75CE,USDINR2380488.75CE,USDINR 04AUG23 88.75 CE,04-08-2023,1,0.0025,88,75,88.75
8738,CDS,cde_fo,USDINR,12367,OPTCUR,PE,88.75,USDINR04AUGUST2388.75PE,USDINR2380488.75PE,USDINR 04AUG23 88.75 PE,04-08-2023,1,0.0025,88,75,88.75
8739,CDS,cde_fo,USDINR,12368,OPTCUR,CE,88.75,USDINR28MARCH2488.75CE,USDINR24MAR88.75CE,USDINR 28MAR24 88.75 CE,28-03-2024,1,0.0025,88,75,88.75
8740,CDS,cde_fo,USDINR,12369,OPTCUR,PE,88.75,USDINR28MARCH2488.75PE,USDINR24MAR88.75PE,USDINR 28MAR24 88.75 PE,28-03-2024,1,0.0025,88,75,88.75
8741,CDS,cde_fo,GBPINR,12370,OPTCUR,CE,110.5,GBPINR27JUNE23110.5CE,GBPINR23JUN110.5CE,GBPINR 27JUN23 110.5 CE,27-06-2023,1,0.0025,110,5,110.5
8742,CDS,cde_fo,GBPINR,12371,OPTCUR,PE,110.5,GBPINR27JUNE23110.5PE,GBPINR23JUN110.5PE,GBPINR 27JUN23 110.5 PE,27-06-2023,1,0.0025,110,5,110.5
8743,CDS,cde_fo,USDJPY,12372,OPTCUR,CE,150.5,USDJPY27JULY23150.5CE,USDJPY23JUL150.5CE,USDJPY 27JUL23 150.5 CE,27-07-2023,1,0.01,150,5,150.5
8744,CDS,cde_fo,USDJPY,12373,OPTCUR,PE,150.5,USDJPY27JULY23150.5PE,USDJPY23JUL150.5PE,USDJPY 27JUL23 150.5 PE,27-07-2023,1,0.01,150,5,150.5
8745,CDS,cde_fo,USDJPY,12374,OPTCUR,CE,150.5,USDJPY27DECEMBER23150.5CE,USDJPY23DEC150.5CE,USDJPY 27DEC23 150.5 CE,27-12-2023,1,0.01,150,5,150.5
8746,CDS,cde_fo,GBPINR,12375,OPTCUR,CE,110.75,GBPINR27JUNE23110.75CE,GBPINR23JUN110.75CE,GBPINR 27JUN23 110.75 CE,27-06-2023,1,0.0025,110,75,110.75
8747,CDS,cde_fo,GBPINR,12376,OPTCUR,PE,110.75,GBPINR27JUNE23110.75PE,GBPINR23JUN110.75PE,GBPINR 27JUN23 110.75 PE,27-06-2023,1,0.0025,110,75,110.75
8748,CDS,cde_fo,USDJPY,12377,OPTCUR,PE,150.5,USDJPY27DECEMBER23150.5PE,USDJPY23DEC150.5PE,USDJPY 27DEC23 150.5 PE,27-12-2023,1,0.01,150,5,150.5
8749,CDS,cde_fo,USDJPY,12378,OPTCUR,CE,150.5,USDJPY28MARCH24150.5CE,USDJPY24MAR150.5CE,USDJPY 28MAR24 150.5 CE,28-03-2024,1,0.01,150,5,150.5
8750,CDS,cde_fo,USDJPY,12379,OPTCUR,PE,150.5,USDJPY28MARCH24150.5PE,USDJPY24MAR150.5PE,USDJPY 28MAR24 150.5 PE,28-03-2024,1,0.01,150,5,150.5
8751,CDS,cde_fo,JPYINR,12380,OPTCUR,PE,54.5,JPYINR11AUGUST2354.5PE,JPYINR2381154.5PE,JPYINR 11AUG23 54.5 PE,11-08-2023,1,0.0025,54,5,54.5
8752,CDS,cde_fo,JPYINR,12381,OPTCUR,CE,54.75,JPYINR11AUGUST2354.75CE,JPYINR2381154.75CE,JPYINR 11AUG23 54.75 CE,11-08-2023,1,0.0025,54,75,54.75
8753,CDS,cde_fo,JPYINR,12382,OPTCUR,PE,54.75,JPYINR11AUGUST2354.75PE,JPYINR2381154.75PE,JPYINR 11AUG23 54.75 PE,11-08-2023,1,0.0025,54,75,54.75
8754,CDS,cde_fo,JPYINR,12383,OPTCUR,CE,55,JPYINR11AUGUST2355CE,JPYINR2381155CE,JPYINR 11AUG23 55 CE,11-08-2023,1,0.0025,55,,55
8755,CDS,cde_fo,JPYINR,12384,OPTCUR,PE,55,JPYINR11AUGUST2355PE,JPYINR2381155PE,JPYINR 11AUG23 55 PE,11-08-2023,1,0.0025,55,,55
8756,CDS,cde_fo,JPYINR,12385,OPTCUR,CE,55.25,JPYINR11AUGUST2355.25CE,JPYINR2381155.25CE,JPYINR 11AUG23 55.25 CE,11-08-2023,1,0.0025,55,25,55.25
8757,CDS,cde_fo,JPYINR,12386,OPTCUR,PE,55.25,JPYINR11AUGUST2355.25PE,JPYINR2381155.25PE,JPYINR 11AUG23 55.25 PE,11-08-2023,1,0.0025,55,25,55.25
8758,CDS,cde_fo,JPYINR,12387,OPTCUR,CE,55.5,JPYINR11AUGUST2355.5CE,JPYINR2381155.5CE,JPYINR 11AUG23 55.5 CE,11-08-2023,1,0.0025,55,5,55.5
8759,CDS,cde_fo,JPYINR,12388,OPTCUR,PE,55.5,JPYINR11AUGUST2355.5PE,JPYINR2381155.5PE,JPYINR 11AUG23 55.5 PE,11-08-2023,1,0.0025,55,5,55.5
8760,CDS,cde_fo,JPYINR,12389,OPTCUR,CE,55.75,JPYINR11AUGUST2355.75CE,JPYINR2381155.75CE,JPYINR 11AUG23 55.75 CE,11-08-2023,1,0.0025,55,75,55.75
8761,CDS,cde_fo,JPYINR,12390,OPTCUR,PE,55.75,JPYINR11AUGUST2355.75PE,JPYINR2381155.75PE,JPYINR 11AUG23 55.75 PE,11-08-2023,1,0.0025,55,75,55.75
8762,CDS,cde_fo,JPYINR,12391,OPTCUR,CE,56,JPYINR11AUGUST2356CE,JPYINR2381156CE,JPYINR 11AUG23 56 CE,11-08-2023,1,0.0025,56,,56
8763,CDS,cde_fo,JPYINR,12392,OPTCUR,PE,56,JPYINR11AUGUST2356PE,JPYINR2381156PE,JPYINR 11AUG23 56 PE,11-08-2023,1,0.0025,56,,56
8764,CDS,cde_fo,JPYINR,12393,OPTCUR,CE,56.25,JPYINR11AUGUST2356.25CE,JPYINR2381156.25CE,JPYINR 11AUG23 56.25 CE,11-08-2023,1,0.0025,56,25,56.25
8765,CDS,cde_fo,JPYINR,12394,OPTCUR,PE,56.25,JPYINR11AUGUST2356.25PE,JPYINR2381156.25PE,JPYINR 11AUG23 56.25 PE,11-08-2023,1,0.0025,56,25,56.25
8766,CDS,cde_fo,JPYINR,12395,OPTCUR,CE,56.5,JPYINR11AUGUST2356.5CE,JPYINR2381156.5CE,JPYINR 11AUG23 56.5 CE,11-08-2023,1,0.0025,56,5,56.5
8767,CDS,cde_fo,JPYINR,12396,OPTCUR,PE,56.5,JPYINR11AUGUST2356.5PE,JPYINR2381156.5PE,JPYINR 11AUG23 56.5 PE,11-08-2023,1,0.0025,56,5,56.5
8768,CDS,cde_fo,JPYINR,12397,OPTCUR,CE,56.75,JPYINR11AUGUST2356.75CE,JPYINR2381156.75CE,JPYINR 11AUG23 56.75 CE,11-08-2023,1,0.0025,56,75,56.75
8769,CDS,cde_fo,JPYINR,12398,OPTCUR,PE,56.75,JPYINR11AUGUST2356.75PE,JPYINR2381156.75PE,JPYINR 11AUG23 56.75 PE,11-08-2023,1,0.0025,56,75,56.75
8770,CDS,cde_fo,JPYINR,12399,OPTCUR,CE,57,JPYINR11AUGUST2357CE,JPYINR2381157CE,JPYINR 11AUG23 57 CE,11-08-2023,1,0.0025,57,,57
8771,CDS,cde_fo,JPYINR,12400,OPTCUR,PE,57,JPYINR11AUGUST2357PE,JPYINR2381157PE,JPYINR 11AUG23 57 PE,11-08-2023,1,0.0025,57,,57
8772,CDS,cde_fo,JPYINR,12401,OPTCUR,CE,57.25,JPYINR11AUGUST2357.25CE,JPYINR2381157.25CE,JPYINR 11AUG23 57.25 CE,11-08-2023,1,0.0025,57,25,57.25
8773,CDS,cde_fo,JPYINR,12402,OPTCUR,PE,57.25,JPYINR11AUGUST2357.25PE,JPYINR2381157.25PE,JPYINR 11AUG23 57.25 PE,11-08-2023,1,0.0025,57,25,57.25
8774,CDS,cde_fo,JPYINR,12403,OPTCUR,CE,57.5,JPYINR11AUGUST2357.5CE,JPYINR2381157.5CE,JPYINR 11AUG23 57.5 CE,11-08-2023,1,0.0025,57,5,57.5
8775,CDS,cde_fo,JPYINR,12404,OPTCUR,PE,57.5,JPYINR11AUGUST2357.5PE,JPYINR2381157.5PE,JPYINR 11AUG23 57.5 PE,11-08-2023,1,0.0025,57,5,57.5
8776,CDS,cde_fo,JPYINR,12405,OPTCUR,CE,57.75,JPYINR11AUGUST2357.75CE,JPYINR2381157.75CE,JPYINR 11AUG23 57.75 CE,11-08-2023,1,0.0025,57,75,57.75
8777,CDS,cde_fo,JPYINR,12406,OPTCUR,PE,57.75,JPYINR11AUGUST2357.75PE,JPYINR2381157.75PE,JPYINR 11AUG23 57.75 PE,11-08-2023,1,0.0025,57,75,57.75
8778,CDS,cde_fo,JPYINR,12407,OPTCUR,CE,58,JPYINR11AUGUST2358CE,JPYINR2381158CE,JPYINR 11AUG23 58 CE,11-08-2023,1,0.0025,58,,58
8779,CDS,cde_fo,JPYINR,12408,OPTCUR,PE,58,JPYINR11AUGUST2358PE,JPYINR2381158PE,JPYINR 11AUG23 58 PE,11-08-2023,1,0.0025,58,,58
8780,CDS,cde_fo,JPYINR,12409,OPTCUR,CE,58.25,JPYINR11AUGUST2358.25CE,JPYINR2381158.25CE,JPYINR 11AUG23 58.25 CE,11-08-2023,1,0.0025,58,25,58.25
8781,CDS,cde_fo,JPYINR,12410,OPTCUR,PE,58.25,JPYINR11AUGUST2358.25PE,JPYINR2381158.25PE,JPYINR 11AUG23 58.25 PE,11-08-2023,1,0.0025,58,25,58.25
8782,CDS,cde_fo,JPYINR,12411,OPTCUR,CE,58.5,JPYINR11AUGUST2358.5CE,JPYINR2381158.5CE,JPYINR 11AUG23 58.5 CE,11-08-2023,1,0.0025,58,5,58.5
8783,CDS,cde_fo,JPYINR,12412,OPTCUR,PE,58.5,JPYINR11AUGUST2358.5PE,JPYINR2381158.5PE,JPYINR 11AUG23 58.5 PE,11-08-2023,1,0.0025,58,5,58.5
8784,CDS,cde_fo,JPYINR,12413,OPTCUR,CE,58.75,JPYINR11AUGUST2358.75CE,JPYINR2381158.75CE,JPYINR 11AUG23 58.75 CE,11-08-2023,1,0.0025,58,75,58.75
8785,CDS,cde_fo,JPYINR,12414,OPTCUR,PE,58.75,JPYINR11AUGUST2358.75PE,JPYINR2381158.75PE,JPYINR 11AUG23 58.75 PE,11-08-2023,1,0.0025,58,75,58.75
8786,CDS,cde_fo,JPYINR,12415,OPTCUR,CE,59,JPYINR11AUGUST2359CE,JPYINR2381159CE,JPYINR 11AUG23 59 CE,11-08-2023,1,0.0025,59,,59
8787,CDS,cde_fo,JPYINR,12416,OPTCUR,PE,59,JPYINR11AUGUST2359PE,JPYINR2381159PE,JPYINR 11AUG23 59 PE,11-08-2023,1,0.0025,59,,59
8788,CDS,cde_fo,JPYINR,12417,OPTCUR,CE,59.25,JPYINR11AUGUST2359.25CE,JPYINR2381159.25CE,JPYINR 11AUG23 59.25 CE,11-08-2023,1,0.0025,59,25,59.25
8789,CDS,cde_fo,JPYINR,12418,OPTCUR,PE,59.25,JPYINR11AUGUST2359.25PE,JPYINR2381159.25PE,JPYINR 11AUG23 59.25 PE,11-08-2023,1,0.0025,59,25,59.25
8790,CDS,cde_fo,JPYINR,12419,OPTCUR,CE,59.5,JPYINR11AUGUST2359.5CE,JPYINR2381159.5CE,JPYINR 11AUG23 59.5 CE,11-08-2023,1,0.0025,59,5,59.5
8791,CDS,cde_fo,JPYINR,12420,OPTCUR,PE,59.5,JPYINR11AUGUST2359.5PE,JPYINR2381159.5PE,JPYINR 11AUG23 59.5 PE,11-08-2023,1,0.0025,59,5,59.5
8792,CDS,cde_fo,JPYINR,12421,OPTCUR,CE,59.75,JPYINR11AUGUST2359.75CE,JPYINR2381159.75CE,JPYINR 11AUG23 59.75 CE,11-08-2023,1,0.0025,59,75,59.75
8793,CDS,cde_fo,JPYINR,12422,OPTCUR,PE,59.75,JPYINR11AUGUST2359.75PE,JPYINR2381159.75PE,JPYINR 11AUG23 59.75 PE,11-08-2023,1,0.0025,59,75,59.75
8794,CDS,cde_fo,JPYINR,12423,OPTCUR,CE,60,JPYINR11AUGUST2360CE,JPYINR2381160CE,JPYINR 11AUG23 60 CE,11-08-2023,1,0.0025,60,,60
8795,CDS,cde_fo,JPYINR,12424,OPTCUR,PE,60,JPYINR11AUGUST2360PE,JPYINR2381160PE,JPYINR 11AUG23 60 PE,11-08-2023,1,0.0025,60,,60
8796,CDS,cde_fo,JPYINR,12425,OPTCUR,CE,60.25,JPYINR11AUGUST2360.25CE,JPYINR2381160.25CE,JPYINR 11AUG23 60.25 CE,11-08-2023,1,0.0025,60,25,60.25
8797,CDS,cde_fo,JPYINR,12426,OPTCUR,PE,60.25,JPYINR11AUGUST2360.25PE,JPYINR2381160.25PE,JPYINR 11AUG23 60.25 PE,11-08-2023,1,0.0025,60,25,60.25
8798,CDS,cde_fo,JPYINR,12427,OPTCUR,CE,60.5,JPYINR11AUGUST2360.5CE,JPYINR2381160.5CE,JPYINR 11AUG23 60.5 CE,11-08-2023,1,0.0025,60,5,60.5
8799,CDS,cde_fo,JPYINR,12428,OPTCUR,PE,60.5,JPYINR11AUGUST2360.5PE,JPYINR2381160.5PE,JPYINR 11AUG23 60.5 PE,11-08-2023,1,0.0025,60,5,60.5
8800,CDS,cde_fo,JPYINR,12429,OPTCUR,CE,60.75,JPYINR11AUGUST2360.75CE,JPYINR2381160.75CE,JPYINR 11AUG23 60.75 CE,11-08-2023,1,0.0025,60,75,60.75
8801,CDS,cde_fo,JPYINR,12430,OPTCUR,PE,60.75,JPYINR11AUGUST2360.75PE,JPYINR2381160.75PE,JPYINR 11AUG23 60.75 PE,11-08-2023,1,0.0025,60,75,60.75
8802,CDS,cde_fo,JPYINR,12431,OPTCUR,CE,61,JPYINR11AUGUST2361CE,JPYINR2381161CE,JPYINR 11AUG23 61 CE,11-08-2023,1,0.0025,61,,61
8803,CDS,cde_fo,JPYINR,12432,OPTCUR,PE,61,JPYINR11AUGUST2361PE,JPYINR2381161PE,JPYINR 11AUG23 61 PE,11-08-2023,1,0.0025,61,,61
8804,CDS,cde_fo,GBPINR,12433,OPTCUR,CE,111,GBPINR27JUNE23111CE,GBPINR23JUN111CE,GBPINR 27JUN23 111 CE,27-06-2023,1,0.0025,111,,111
8805,CDS,cde_fo,GBPINR,12434,OPTCUR,PE,111,GBPINR27JUNE23111PE,GBPINR23JUN111PE,GBPINR 27JUN23 111 PE,27-06-2023,1,0.0025,111,,111
8806,CDS,cde_fo,GBPINR,12435,OPTCUR,CE,110.25,GBPINR30JUNE23110.25CE,GBPINR23630110.25CE,GBPINR 30JUN23 110.25 CE,30-06-2023,1,0.0025,110,25,110.25
8807,CDS,cde_fo,GBPINR,12436,OPTCUR,PE,110.25,GBPINR30JUNE23110.25PE,GBPINR23630110.25PE,GBPINR 30JUN23 110.25 PE,30-06-2023,1,0.0025,110,25,110.25
8808,CDS,cde_fo,GBPINR,12437,OPTCUR,CE,110.5,GBPINR30JUNE23110.5CE,GBPINR23630110.5CE,GBPINR 30JUN23 110.5 CE,30-06-2023,1,0.0025,110,5,110.5
8809,CDS,cde_fo,GBPINR,12438,OPTCUR,PE,110.5,GBPINR30JUNE23110.5PE,GBPINR23630110.5PE,GBPINR 30JUN23 110.5 PE,30-06-2023,1,0.0025,110,5,110.5
8810,CDS,cde_fo,GBPINR,12439,OPTCUR,CE,110.75,GBPINR30JUNE23110.75CE,GBPINR23630110.75CE,GBPINR 30JUN23 110.75 CE,30-06-2023,1,0.0025,110,75,110.75
8811,CDS,cde_fo,GBPINR,12440,OPTCUR,PE,110.75,GBPINR30JUNE23110.75PE,GBPINR23630110.75PE,GBPINR 30JUN23 110.75 PE,30-06-2023,1,0.0025,110,75,110.75
