id,Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size,StPrice1,StPrice2,StPriceCombine
1,CDS,cde_fo,EURINR,1001,FUTCUR,XX,-1,EURINR23JUNFUT,EURINR23JUNFUT,EURINR 27JUN23 FUT,27-06-2023,1,0.0025,,,
2,CDS,cde_fo,EURINR,1002,FUTCUR,XX,-1,EURINR23JULFUT,EURINR23714FUT,EURINR 14JUL23 FUT,14-07-2023,1,0.0025,,,
3,CDS,cde_fo,GBPINR,1003,OPTCUR,CE,96.25,GBPINR18AUGUST2396.25CE,GBPINR2381896.25CE,GBPINR 18AUG23 96.25 CE,18-08-2023,1,0.0025,96,25,96.25
4,CDS,cde_fo,GBPINR,1004,OPTCUR,PE,96.25,GBPINR18AUGUST2396.25PE,GBPINR2381896.25PE,GBPINR 18AUG23 96.25 PE,18-08-2023,1,0.0025,96,25,96.25
5,CDS,cde_fo,EURINR,1005,OPTCUR,CE,95.5,EURINR04AUGUST2395.5CE,EURINR2380495.5CE,EURINR 04AUG23 95.5 CE,04-08-2023,1,0.0025,95,5,95.5
6,CDS,cde_fo,EURUSD,1006,FUTCUR,XX,-1,EURUSD23JUNFUT,EURUSD23JUNFUT,EURUSD 27JUN23 FUT,27-06-2023,1,0.0001,,,
7,CDS,cde_fo,EURINR,1007,FUTCUR,XX,-1,EURINR23OCTFUT,EURINR23OCTFUT,EURINR 27OCT23 FUT,27-10-2023,1,0.0025,,,
8,CDS,cde_fo,EURINR,1008,OPTCUR,CE,83.75,EURINR07JULY2383.75CE,EURINR2370783.75CE,EURINR 07JUL23 83.75 CE,07-07-2023,1,0.0025,83,75,83.75
9,CDS,cde_fo,11NSETEST,1009,FUTCUR,XX,-1,11NSETEST36DECFUT,11NSETEST36DFUT,11NSETEST 30DEC36 FUT,30-12-2036,1,0.0025,,,
10,CDS,cde_fo,JPYINR,1011,OPTCUR,CE,54.5,JPYINR28JULY2354.5CE,JPYINR2372854.5CE,JPYINR 28JUL23 54.5 CE,28-07-2023,1,0.0025,54,5,54.5
11,CDS,cde_fo,GBPINR,1012,OPTCUR,CE,96.5,GBPINR18AUGUST2396.5CE,GBPINR2381896.5CE,GBPINR 18AUG23 96.5 CE,18-08-2023,1,0.0025,96,5,96.5
12,CDS,cde_fo,JPYINR,1013,OPTCUR,PE,54.5,JPYINR28JULY2354.5PE,JPYINR2372854.5PE,JPYINR 28JUL23 54.5 PE,28-07-2023,1,0.0025,54,5,54.5
13,CDS,cde_fo,GBPINR,1014,OPTCUR,PE,96.5,GBPINR18AUGUST2396.5PE,GBPINR2381896.5PE,GBPINR 18AUG23 96.5 PE,18-08-2023,1,0.0025,96,5,96.5
14,CDS,cde_fo,EURINR,1015,FUTCUR,XX,-1,EURINR24MARFUT,EURINR24MARFUT,EURINR 28MAR24 FUT,28-03-2024,1,0.0025,,,
15,CDS,cde_fo,EURUSD,1017,FUTCUR,XX,-1,EURUSD24MARFUT,EURUSD24MARFUT,EURUSD 28MAR24 FUT,28-03-2024,1,0.0001,,,
16,CDS,cde_fo,EURINR,1020,OPTCUR,PE,83.75,EURINR07JULY2383.75PE,EURINR2370783.75PE,EURINR 07JUL23 83.75 PE,07-07-2023,1,0.0025,83,75,83.75
17,CDS,cde_fo,EURUSD,1022,OPTCUR,CE,0.935,EURUSD27JUNE230.935CE,EURUSD23JUN0.935CE,EURUSD 27JUN23 0.935 CE,27-06-2023,1,0.0001,,935,.935
18,CDS,cde_fo,GBPINR,1023,OPTCUR,CE,95.75,GBPINR23JUNE2395.75CE,GBPINR2362395.75CE,GBPINR 23JUN23 95.75 CE,23-06-2023,1,0.0025,95,75,95.75
19,CDS,cde_fo,JPYINR,1024,OPTCUR,CE,54.75,JPYINR28JULY2354.75CE,JPYINR2372854.75CE,JPYINR 28JUL23 54.75 CE,28-07-2023,1,0.0025,54,75,54.75
20,CDS,cde_fo,EURUSD,1025,OPTCUR,PE,0.935,EURUSD27JUNE230.935PE,EURUSD23JUN0.935PE,EURUSD 27JUN23 0.935 PE,27-06-2023,1,0.0001,,935,.935
21,CDS,cde_fo,GBPINR,1026,OPTCUR,PE,95.75,GBPINR23JUNE2395.75PE,GBPINR2362395.75PE,GBPINR 23JUN23 95.75 PE,23-06-2023,1,0.0025,95,75,95.75
22,CDS,cde_fo,EURUSD,1027,FUTCUR,XX,-1,EURUSD23OCTFUT,EURUSD23OCTFUT,EURUSD 27OCT23 FUT,27-10-2023,1,0.0001,,,
23,CDS,cde_fo,GBPINR,1028,FUTCUR,XX,-1,GBPINR23OCTFUT,GBPINR23OCTFUT,GBPINR 27OCT23 FUT,27-10-2023,1,0.0025,,,
24,CDS,cde_fo,EURINR,1029,FUTCUR,XX,-1,EURINR24FEBFUT,EURINR24FEBFUT,EURINR 27FEB24 FUT,27-02-2024,1,0.0025,,,
25,CDS,cde_fo,GBPINR,1030,OPTCUR,CE,96,GBPINR23JUNE2396CE,GBPINR2362396CE,GBPINR 23JUN23 96 CE,23-06-2023,1,0.0025,96,,96
26,CDS,cde_fo,GBPINR,1031,OPTCUR,PE,96,GBPINR23JUNE2396PE,GBPINR2362396PE,GBPINR 23JUN23 96 PE,23-06-2023,1,0.0025,96,,96
27,CDS,cde_fo,JPYINR,1032,OPTCUR,PE,54.75,JPYINR28JULY2354.75PE,JPYINR2372854.75PE,JPYINR 28JUL23 54.75 PE,28-07-2023,1,0.0025,54,75,54.75
28,CDS,cde_fo,EURINR,1033,FUTCUR,XX,-1,EURINR24MAYFUT,EURINR24MAYFUT,EURINR 30MAY24 FUT,30-05-2024,1,0.0025,,,
29,CDS,cde_fo,EURUSD,1034,FUTCUR,XX,-1,EURUSD24MAYFUT,EURUSD24MAYFUT,EURUSD 30MAY24 FUT,30-05-2024,1,0.0001,,,
30,CDS,cde_fo,EURINR,1035,OPTCUR,CE,95,EURINR11AUGUST2395CE,EURINR2381195CE,EURINR 11AUG23 95 CE,11-08-2023,1,0.0025,95,,95
31,CDS,cde_fo,EURINR,1036,OPTCUR,PE,95,EURINR11AUGUST2395PE,EURINR2381195PE,EURINR 11AUG23 95 PE,11-08-2023,1,0.0025,95,,95
32,CDS,cde_fo,EURINR,1038,FUTCUR,XX,-1,EURINR23AUGFUT,EURINR23818FUT,EURINR 18AUG23 FUT,18-08-2023,1,0.0025,,,
33,CDS,cde_fo,GBPINR,1039,FUTCUR,XX,-1,GBPINR23JULFUT,GBPINR23714FUT,GBPINR 14JUL23 FUT,14-07-2023,1,0.0025,,,
34,CDS,cde_fo,EURINR,1041,OPTCUR,CE,84,EURINR14JULY2384CE,EURINR2371484CE,EURINR 14JUL23 84 CE,14-07-2023,1,0.0025,84,,84
35,CDS,cde_fo,JPYINR,1042,FUTCUR,XX,-1,JPYINR23JULFUT,JPYINR23714FUT,JPYINR 14JUL23 FUT,14-07-2023,1,0.0025,,,
36,CDS,cde_fo,GBPUSD,1044,OPTCUR,CE,1.095,GBPUSD27JUNE231.095CE,GBPUSD23JUN1.095CE,GBPUSD 27JUN23 1.095 CE,27-06-2023,1,0.0001,1,95,1.95
37,CDS,cde_fo,GBPINR,1045,FUTCUR,XX,-1,GBPINR23JUNFUT,GBPINR23JUNFUT,GBPINR 27JUN23 FUT,27-06-2023,1,0.0025,,,
38,CDS,cde_fo,EURINR,1047,OPTCUR,PE,84,EURINR14JULY2384PE,EURINR2371484PE,EURINR 14JUL23 84 PE,14-07-2023,1,0.0025,84,,84
39,CDS,cde_fo,GBPINR,1050,FUTCUR,XX,-1,GBPINR24MAYFUT,GBPINR24MAYFUT,GBPINR 30MAY24 FUT,30-05-2024,1,0.0025,,,
40,CDS,cde_fo,GBPINR,1051,FUTCUR,XX,-1,GBPINR24MARFUT,GBPINR24MARFUT,GBPINR 28MAR24 FUT,28-03-2024,1,0.0025,,,
41,CDS,cde_fo,GBPUSD,1052,FUTCUR,XX,-1,GBPUSD24MAYFUT,GBPUSD24MAYFUT,GBPUSD 30MAY24 FUT,30-05-2024,1,0.0001,,,
42,CDS,cde_fo,GBPINR,1053,FUTCUR,XX,-1,GBPINR23AUGFUT,GBPINR23818FUT,GBPINR 18AUG23 FUT,18-08-2023,1,0.0025,,,
43,CDS,cde_fo,EURINR,1054,OPTCUR,CE,95,EURINR18AUGUST2395CE,EURINR2381895CE,EURINR 18AUG23 95 CE,18-08-2023,1,0.0025,95,,95
44,CDS,cde_fo,GBPUSD,1056,OPTCUR,PE,1.095,GBPUSD27JUNE231.095PE,GBPUSD23JUN1.095PE,GBPUSD 27JUN23 1.095 PE,27-06-2023,1,0.0001,1,95,1.95
45,CDS,cde_fo,GBPUSD,1057,FUTCUR,XX,-1,GBPUSD24MARFUT,GBPUSD24MARFUT,GBPUSD 28MAR24 FUT,28-03-2024,1,0.0001,,,
46,CDS,cde_fo,EURINR,1058,OPTCUR,PE,95,EURINR18AUGUST2395PE,EURINR2381895PE,EURINR 18AUG23 95 PE,18-08-2023,1,0.0025,95,,95
47,CDS,cde_fo,JPYINR,1059,FUTCUR,XX,-1,JPYINR24MARFUT,JPYINR24MARFUT,JPYINR 28MAR24 FUT,28-03-2024,1,0.0025,,,
48,CDS,cde_fo,USDINR,1060,FUTCUR,XX,-1,USDINR24MARFUT,USDINR24MARFUT,USDINR 28MAR24 FUT,28-03-2024,1,0.0025,,,
49,CDS,cde_fo,USDJPY,1061,FUTCUR,XX,-1,USDJPY24MARFUT,USDJPY24MARFUT,USDJPY 28MAR24 FUT,28-03-2024,1,0.01,,,
50,CDS,cde_fo,EURINR,1062,OPTCUR,CE,82.75,EURINR28MARCH2482.75CE,EURINR24MAR82.75CE,EURINR 28MAR24 82.75 CE,28-03-2024,1,0.0025,82,75,82.75
51,CDS,cde_fo,USDINR,1064,FUTCUR,XX,-1,USDINR23JULFUT,USDINR23714FUT,USDINR 14JUL23 FUT,14-07-2023,1,0.0025,,,
52,CDS,cde_fo,GBPUSD,1065,OPTCUR,CE,1.1,GBPUSD27JUNE231.1CE,GBPUSD23JUN1.1CE,GBPUSD 27JUN23 1.1 CE,27-06-2023,1,0.0001,1,1,1.1
53,CDS,cde_fo,EURINR,1068,OPTCUR,PE,95.5,EURINR04AUGUST2395.5PE,EURINR2380495.5PE,EURINR 04AUG23 95.5 PE,04-08-2023,1,0.0025,95,5,95.5
54,CDS,cde_fo,JPYINR,1071,OPTCUR,CE,55.75,JPYINR23JUNE2355.75CE,JPYINR2362355.75CE,JPYINR 23JUN23 55.75 CE,23-06-2023,1,0.0025,55,75,55.75
55,CDS,cde_fo,GBPINR,1073,OPTCUR,CE,108.5,GBPINR11AUGUST23108.5CE,GBPINR23811108.5CE,GBPINR 11AUG23 108.5 CE,11-08-2023,1,0.0025,108,5,108.5
56,CDS,cde_fo,EURINR,1074,OPTCUR,CE,95.75,EURINR04AUGUST2395.75CE,EURINR2380495.75CE,EURINR 04AUG23 95.75 CE,04-08-2023,1,0.0025,95,75,95.75
57,CDS,cde_fo,GBPINR,1075,OPTCUR,PE,108.5,GBPINR11AUGUST23108.5PE,GBPINR23811108.5PE,GBPINR 11AUG23 108.5 PE,11-08-2023,1,0.0025,108,5,108.5
58,CDS,cde_fo,GBPUSD,1079,OPTCUR,PE,1.1,GBPUSD27JUNE231.1PE,GBPUSD23JUN1.1PE,GBPUSD 27JUN23 1.1 PE,27-06-2023,1,0.0001,1,1,1.1
59,CDS,cde_fo,GBPUSD,1080,FUTCUR,XX,-1,GBPUSD23JUNFUT,GBPUSD23JUNFUT,GBPUSD 27JUN23 FUT,27-06-2023,1,0.0001,,,
60,CDS,cde_fo,GBPUSD,1081,FUTCUR,XX,-1,GBPUSD23OCTFUT,GBPUSD23OCTFUT,GBPUSD 27OCT23 FUT,27-10-2023,1,0.0001,,,
61,CDS,cde_fo,EURINR,1083,OPTCUR,PE,82.75,EURINR28MARCH2482.75PE,EURINR24MAR82.75PE,EURINR 28MAR24 82.75 PE,28-03-2024,1,0.0025,82,75,82.75
62,CDS,cde_fo,JPYINR,1084,OPTCUR,PE,55.75,JPYINR23JUNE2355.75PE,JPYINR2362355.75PE,JPYINR 23JUN23 55.75 PE,23-06-2023,1,0.0025,55,75,55.75
63,CDS,cde_fo,EURINR,1085,OPTCUR,CE,85.75,EURINR26SEPTEMBER2385.75CE,EURINR23SEP85.75CE,EURINR 26SEP23 85.75 CE,26-09-2023,1,0.0025,85,75,85.75
64,CDS,cde_fo,GBPUSD,1086,OPTCUR,CE,1.36,GBPUSD27DECEMBER231.36CE,GBPUSD23DEC1.36CE,GBPUSD 27DEC23 1.36 CE,27-12-2023,1,0.0001,1,36,1.36
65,CDS,cde_fo,EURINR,1087,OPTCUR,CE,83,EURINR28MARCH2483CE,EURINR24MAR83CE,EURINR 28MAR24 83 CE,28-03-2024,1,0.0025,83,,83
66,CDS,cde_fo,EURINR,1091,OPTCUR,PE,95.75,EURINR04AUGUST2395.75PE,EURINR2380495.75PE,EURINR 04AUG23 95.75 PE,04-08-2023,1,0.0025,95,75,95.75
67,CDS,cde_fo,EURINR,1093,FUTCUR,XX,-1,EURINR23DECFUT,EURINR23DECFUT,EURINR 27DEC23 FUT,27-12-2023,1,0.0025,,,
68,CDS,cde_fo,EURUSD,1094,FUTCUR,XX,-1,EURUSD23DECFUT,EURUSD23DECFUT,EURUSD 27DEC23 FUT,27-12-2023,1,0.0001,,,
69,CDS,cde_fo,JPYINR,1096,FUTCUR,XX,-1,JPYINR23OCTFUT,JPYINR23OCTFUT,JPYINR 27OCT23 FUT,27-10-2023,1,0.0025,,,
70,CDS,cde_fo,JPYINR,1098,FUTCUR,XX,-1,JPYINR23JUNFUT,JPYINR23JUNFUT,JPYINR 27JUN23 FUT,27-06-2023,1,0.0025,,,
71,CDS,cde_fo,USDINR,1099,FUTCUR,XX,-1,USDINR23OCTFUT,USDINR23OCTFUT,USDINR 27OCT23 FUT,27-10-2023,1,0.0025,,,
72,CDS,cde_fo,GBPINR,1101,OPTCUR,CE,109.25,GBPINR04AUGUST23109.25CE,GBPINR23804109.25CE,GBPINR 04AUG23 109.25 CE,04-08-2023,1,0.0025,109,25,109.25
73,CDS,cde_fo,USDINR,1102,FUTCUR,XX,-1,USDINR23JUNFUT,USDINR23JUNFUT,USDINR 27JUN23 FUT,27-06-2023,1,0.0025,,,
74,CDS,cde_fo,JPYINR,1103,OPTCUR,CE,56,JPYINR23JUNE2356CE,JPYINR2362356CE,JPYINR 23JUN23 56 CE,23-06-2023,1,0.0025,56,,56
75,CDS,cde_fo,EURINR,1104,OPTCUR,PE,83,EURINR28MARCH2483PE,EURINR24MAR83PE,EURINR 28MAR24 83 PE,28-03-2024,1,0.0025,83,,83
76,CDS,cde_fo,EURUSD,1105,OPTCUR,CE,1.205,EURUSD27JUNE231.205CE,EURUSD23JUN1.205CE,EURUSD 27JUN23 1.205 CE,27-06-2023,1,0.0001,1,205,1.205
77,CDS,cde_fo,EURUSD,1107,OPTCUR,PE,1.205,EURUSD27JUNE231.205PE,EURUSD23JUN1.205PE,EURUSD 27JUN23 1.205 PE,27-06-2023,1,0.0001,1,205,1.205
78,CDS,cde_fo,EURINR,1109,FUTCUR,XX,-1,EURINR23NOVFUT,EURINR23NOVFUT,EURINR 28NOV23 FUT,28-11-2023,1,0.0025,,,
79,CDS,cde_fo,EURUSD,1110,OPTCUR,CE,1.205,EURUSD26SEPTEMBER231.205CE,EURUSD23SEP1.205CE,EURUSD 26SEP23 1.205 CE,26-09-2023,1,0.0001,1,205,1.205
80,CDS,cde_fo,EURUSD,1111,OPTCUR,PE,1.205,EURUSD26SEPTEMBER231.205PE,EURUSD23SEP1.205PE,EURUSD 26SEP23 1.205 PE,26-09-2023,1,0.0001,1,205,1.205
81,CDS,cde_fo,GBPINR,1112,FUTCUR,XX,-1,GBPINR23DECFUT,GBPINR23DECFUT,GBPINR 27DEC23 FUT,27-12-2023,1,0.0025,,,
82,CDS,cde_fo,EURUSD,1113,OPTCUR,CE,1.205,EURUSD27DECEMBER231.205CE,EURUSD23DEC1.205CE,EURUSD 27DEC23 1.205 CE,27-12-2023,1,0.0001,1,205,1.205
83,CDS,cde_fo,EURUSD,1114,OPTCUR,PE,1.205,EURUSD27DECEMBER231.205PE,EURUSD23DEC1.205PE,EURUSD 27DEC23 1.205 PE,27-12-2023,1,0.0001,1,205,1.205
84,CDS,cde_fo,GBPUSD,1117,FUTCUR,XX,-1,GBPUSD23DECFUT,GBPUSD23DECFUT,GBPUSD 27DEC23 FUT,27-12-2023,1,0.0001,,,
85,CDS,cde_fo,JPYINR,1119,OPTCUR,PE,56,JPYINR23JUNE2356PE,JPYINR2362356PE,JPYINR 23JUN23 56 PE,23-06-2023,1,0.0025,56,,56
86,CDS,cde_fo,GBPUSD,1120,OPTCUR,PE,1.36,GBPUSD27DECEMBER231.36PE,GBPUSD23DEC1.36PE,GBPUSD 27DEC23 1.36 PE,27-12-2023,1,0.0001,1,36,1.36
87,CDS,cde_fo,GBPINR,1123,OPTCUR,CE,108.75,GBPINR11AUGUST23108.75CE,GBPINR23811108.75CE,GBPINR 11AUG23 108.75 CE,11-08-2023,1,0.0025,108,75,108.75
88,CDS,cde_fo,EURINR,1124,OPTCUR,CE,83.25,EURINR28MARCH2483.25CE,EURINR24MAR83.25CE,EURINR 28MAR24 83.25 CE,28-03-2024,1,0.0025,83,25,83.25
89,CDS,cde_fo,EURINR,1125,OPTCUR,PE,83.25,EURINR28MARCH2483.25PE,EURINR24MAR83.25PE,EURINR 28MAR24 83.25 PE,28-03-2024,1,0.0025,83,25,83.25
90,CDS,cde_fo,EURINR,1126,OPTCUR,CE,83.75,EURINR14JULY2383.75CE,EURINR2371483.75CE,EURINR 14JUL23 83.75 CE,14-07-2023,1,0.0025,83,75,83.75
91,CDS,cde_fo,EURINR,1127,OPTCUR,CE,84,EURINR27JULY2384CE,EURINR23JUL84CE,EURINR 27JUL23 84 CE,27-07-2023,1,0.0025,84,,84
92,CDS,cde_fo,JPYINR,1129,OPTCUR,CE,55.25,JPYINR23JUNE2355.25CE,JPYINR2362355.25CE,JPYINR 23JUN23 55.25 CE,23-06-2023,1,0.0025,55,25,55.25
93,CDS,cde_fo,EURINR,1130,OPTCUR,PE,83.75,EURINR14JULY2383.75PE,EURINR2371483.75PE,EURINR 14JUL23 83.75 PE,14-07-2023,1,0.0025,83,75,83.75
94,CDS,cde_fo,GBPINR,1133,OPTCUR,PE,109.25,GBPINR04AUGUST23109.25PE,GBPINR23804109.25PE,GBPINR 04AUG23 109.25 PE,04-08-2023,1,0.0025,109,25,109.25
95,CDS,cde_fo,GBPINR,1136,OPTCUR,PE,108.75,GBPINR11AUGUST23108.75PE,GBPINR23811108.75PE,GBPINR 11AUG23 108.75 PE,11-08-2023,1,0.0025,108,75,108.75
96,CDS,cde_fo,EURINR,1137,OPTCUR,PE,84,EURINR27JULY2384PE,EURINR23JUL84PE,EURINR 27JUL23 84 PE,27-07-2023,1,0.0025,84,,84
97,CDS,cde_fo,EURINR,1140,OPTCUR,PE,85.75,EURINR26SEPTEMBER2385.75PE,EURINR23SEP85.75PE,EURINR 26SEP23 85.75 PE,26-09-2023,1,0.0025,85,75,85.75
98,CDS,cde_fo,EURINR,1141,OPTCUR,CE,86,EURINR26SEPTEMBER2386CE,EURINR23SEP86CE,EURINR 26SEP23 86 CE,26-09-2023,1,0.0025,86,,86
99,CDS,cde_fo,GBPINR,1143,OPTCUR,CE,108.5,GBPINR29AUGUST23108.5CE,GBPINR23AUG108.5CE,GBPINR 29AUG23 108.5 CE,29-08-2023,1,0.0025,108,5,108.5
100,CDS,cde_fo,GBPINR,1144,OPTCUR,CE,96.5,GBPINR28JULY2396.5CE,GBPINR2372896.5CE,GBPINR 28JUL23 96.5 CE,28-07-2023,1,0.0025,96,5,96.5
101,CDS,cde_fo,JPYINR,1145,FUTCUR,XX,-1,JPYINR24MAYFUT,JPYINR24MAYFUT,JPYINR 30MAY24 FUT,30-05-2024,1,0.0025,,,
102,CDS,cde_fo,USDINR,1146,FUTCUR,XX,-1,USDINR24MAYFUT,USDINR24MAYFUT,USDINR 30MAY24 FUT,30-05-2024,1,0.0025,,,
103,CDS,cde_fo,JPYINR,1147,FUTCUR,XX,-1,JPYINR23DECFUT,JPYINR23DECFUT,JPYINR 27DEC23 FUT,27-12-2023,1,0.0025,,,
104,CDS,cde_fo,EURINR,1148,OPTCUR,CE,82.5,EURINR23JUNE2382.5CE,EURINR2362382.5CE,EURINR 23JUN23 82.5 CE,23-06-2023,1,0.0025,82,5,82.5
105,CDS,cde_fo,EURINR,1149,FUTCUR,XX,-1,EURINR23JUNFUT,EURINR23630FUT,EURINR 30JUN23 FUT,30-06-2023,1,0.0025,,,
106,CDS,cde_fo,USDINR,1151,FUTCUR,XX,-1,USDINR23DECFUT,USDINR23DECFUT,USDINR 27DEC23 FUT,27-12-2023,1,0.0025,,,
107,CDS,cde_fo,GBPINR,1152,FUTCUR,XX,-1,GBPINR23JUNFUT,GBPINR23630FUT,GBPINR 30JUN23 FUT,30-06-2023,1,0.0025,,,
108,CDS,cde_fo,EURINR,1153,FUTCUR,XX,-1,EURINR23JULFUT,EURINR23JULFUT,EURINR 27JUL23 FUT,27-07-2023,1,0.0025,,,
109,CDS,cde_fo,GBPINR,1154,OPTCUR,CE,89.25,GBPINR27JUNE2389.25CE,GBPINR23JUN89.25CE,GBPINR 27JUN23 89.25 CE,27-06-2023,1,0.0025,89,25,89.25
110,CDS,cde_fo,GBPINR,1155,OPTCUR,PE,89.25,GBPINR27JUNE2389.25PE,GBPINR23JUN89.25PE,GBPINR 27JUN23 89.25 PE,27-06-2023,1,0.0025,89,25,89.25
111,CDS,cde_fo,JPYINR,1156,OPTCUR,PE,55.25,JPYINR23JUNE2355.25PE,JPYINR2362355.25PE,JPYINR 23JUN23 55.25 PE,23-06-2023,1,0.0025,55,25,55.25
112,CDS,cde_fo,JPYINR,1157,OPTCUR,CE,55.25,JPYINR30JUNE2355.25CE,JPYINR2363055.25CE,JPYINR 30JUN23 55.25 CE,30-06-2023,1,0.0025,55,25,55.25
113,CDS,cde_fo,JPYINR,1159,OPTCUR,CE,52.75,JPYINR23JUNE2352.75CE,JPYINR2362352.75CE,JPYINR 23JUN23 52.75 CE,23-06-2023,1,0.0025,52,75,52.75
114,CDS,cde_fo,JPYINR,1160,OPTCUR,PE,55.25,JPYINR30JUNE2355.25PE,JPYINR2363055.25PE,JPYINR 30JUN23 55.25 PE,30-06-2023,1,0.0025,55,25,55.25
115,CDS,cde_fo,EURINR,1162,OPTCUR,PE,82.5,EURINR23JUNE2382.5PE,EURINR2362382.5PE,EURINR 23JUN23 82.5 PE,23-06-2023,1,0.0025,82,5,82.5
116,CDS,cde_fo,JPYINR,1163,FUTCUR,XX,-1,JPYINR23JUNFUT,JPYINR23630FUT,JPYINR 30JUN23 FUT,30-06-2023,1,0.0025,,,
117,CDS,cde_fo,JPYINR,1164,OPTCUR,CE,55.25,JPYINR28MARCH2455.25CE,JPYINR24MAR55.25CE,JPYINR 28MAR24 55.25 CE,28-03-2024,1,0.0025,55,25,55.25
118,CDS,cde_fo,EURUSD,1165,FUTCUR,XX,-1,EURUSD23JULFUT,EURUSD23JULFUT,EURUSD 27JUL23 FUT,27-07-2023,1,0.0001,,,
119,CDS,cde_fo,GBPINR,1167,FUTCUR,XX,-1,GBPINR23JULFUT,GBPINR23JULFUT,GBPINR 27JUL23 FUT,27-07-2023,1,0.0025,,,
120,CDS,cde_fo,EURINR,1168,OPTCUR,CE,83.5,EURINR28MARCH2483.5CE,EURINR24MAR83.5CE,EURINR 28MAR24 83.5 CE,28-03-2024,1,0.0025,83,5,83.5
121,CDS,cde_fo,USDJPY,1169,OPTCUR,CE,148.5,USDJPY27JUNE23148.5CE,USDJPY23JUN148.5CE,USDJPY 27JUN23 148.5 CE,27-06-2023,1,0.01,148,5,148.5
122,CDS,cde_fo,USDJPY,1172,OPTCUR,PE,148.5,USDJPY27JUNE23148.5PE,USDJPY23JUN148.5PE,USDJPY 27JUN23 148.5 PE,27-06-2023,1,0.01,148,5,148.5
123,CDS,cde_fo,EURINR,1177,OPTCUR,CE,82.5,EURINR30JUNE2382.5CE,EURINR2363082.5CE,EURINR 30JUN23 82.5 CE,30-06-2023,1,0.0025,82,5,82.5
124,CDS,cde_fo,EURINR,1179,OPTCUR,CE,83.75,EURINR27JULY2383.75CE,EURINR23JUL83.75CE,EURINR 27JUL23 83.75 CE,27-07-2023,1,0.0025,83,75,83.75
125,CDS,cde_fo,EURUSD,1181,OPTCUR,CE,1.21,EURUSD28MARCH241.21CE,EURUSD24MAR1.21CE,EURUSD 28MAR24 1.21 CE,28-03-2024,1,0.0001,1,21,1.21
126,CDS,cde_fo,EURINR,1182,FUTCUR,XX,-1,EURINR23JUNFUT,EURINR23623FUT,EURINR 23JUN23 FUT,23-06-2023,1,0.0025,,,
127,CDS,cde_fo,GBPINR,1183,FUTCUR,XX,-1,GBPINR23JUNFUT,GBPINR23623FUT,GBPINR 23JUN23 FUT,23-06-2023,1,0.0025,,,
128,CDS,cde_fo,JPYINR,1184,FUTCUR,XX,-1,JPYINR23JUNFUT,JPYINR23623FUT,JPYINR 23JUN23 FUT,23-06-2023,1,0.0025,,,
129,CDS,cde_fo,USDINR,1185,FUTCUR,XX,-1,USDINR23JUNFUT,USDINR23623FUT,USDINR 23JUN23 FUT,23-06-2023,1,0.0025,,,
130,CDS,cde_fo,EURINR,1188,OPTCUR,PE,82.5,EURINR30JUNE2382.5PE,EURINR2363082.5PE,EURINR 30JUN23 82.5 PE,30-06-2023,1,0.0025,82,5,82.5
131,CDS,cde_fo,EURINR,1189,OPTCUR,CE,82.5,EURINR07JULY2382.5CE,EURINR2370782.5CE,EURINR 07JUL23 82.5 CE,07-07-2023,1,0.0025,82,5,82.5
132,CDS,cde_fo,USDJPY,1190,FUTCUR,XX,-1,USDJPY24MAYFUT,USDJPY24MAYFUT,USDJPY 30MAY24 FUT,30-05-2024,1,0.01,,,
133,CDS,cde_fo,EURINR,1191,OPTCUR,CE,82.75,EURINR29AUGUST2382.75CE,EURINR23AUG82.75CE,EURINR 29AUG23 82.75 CE,29-08-2023,1,0.0025,82,75,82.75
134,CDS,cde_fo,USDINR,1192,FUTCUR,XX,-1,USDINR23JUNFUT,USDINR23630FUT,USDINR 30JUN23 FUT,30-06-2023,1,0.0025,,,
135,CDS,cde_fo,EURINR,1193,OPTCUR,CE,83.75,EURINR30JUNE2383.75CE,EURINR2363083.75CE,EURINR 30JUN23 83.75 CE,30-06-2023,1,0.0025,83,75,83.75
136,CDS,cde_fo,JPYINR,1194,OPTCUR,PE,55.25,JPYINR28MARCH2455.25PE,JPYINR24MAR55.25PE,JPYINR 28MAR24 55.25 PE,28-03-2024,1,0.0025,55,25,55.25
137,CDS,cde_fo,USDJPY,1195,OPTCUR,CE,146,USDJPY28MARCH24146CE,USDJPY24MAR146CE,USDJPY 28MAR24 146 CE,28-03-2024,1,0.01,146,,146
138,CDS,cde_fo,USDJPY,1196,OPTCUR,PE,146,USDJPY28MARCH24146PE,USDJPY24MAR146PE,USDJPY 28MAR24 146 PE,28-03-2024,1,0.01,146,,146
139,CDS,cde_fo,EURINR,1197,OPTCUR,PE,82.5,EURINR07JULY2382.5PE,EURINR2370782.5PE,EURINR 07JUL23 82.5 PE,07-07-2023,1,0.0025,82,5,82.5
140,CDS,cde_fo,EURINR,1198,OPTCUR,PE,83.75,EURINR30JUNE2383.75PE,EURINR2363083.75PE,EURINR 30JUN23 83.75 PE,30-06-2023,1,0.0025,83,75,83.75
